primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename
akiapo,['apapan'],['call'],19.536,-155.3345,Hemignathus wilsoni,Akiapolaau,Naomi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:30,https://www.xeno-canto.org/648118,akiapo/XC648118_source0_.wav
aniani,['kauama'],['song'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:30,https://www.xeno-canto.org/174949,aniani/XC174949_source0_.wav
aniani,"['apapan', 'kauama']",['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/174952,aniani/XC174952_source1_.wav
aniani,['apapan'],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:30,https://www.xeno-canto.org/174955,aniani/XC174955_source0_.wav
aniani,['iiwi'],"['call', 'song']",22.1467,-159.6134,Magumma parva,Anianiau,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,10:50,https://www.xeno-canto.org/27338,aniani/XC27338_source0_.wav
apapan,['aniani'],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:30,https://www.xeno-canto.org/174948,apapan/XC174948_source0_.wav
apapan,['saffin'],['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:00,https://www.xeno-canto.org/175215,apapan/XC175215_source0_.wav
apapan,"['spodov', 'zebdov']",['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:00,https://www.xeno-canto.org/175225,apapan/XC175225_source0_.wav
apapan,['houfin'],['call'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:30,https://www.xeno-canto.org/175233,apapan/XC175233_source0_.wav
apapan,['iiwi'],['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/175507,apapan/XC175507_source0_.wav
apapan,['iiwi'],['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/175508,apapan/XC175508_source0_.wav
apapan,['apapan'],['song'],22.0815,-159.555,Himatione sanguinea,Apapane,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/219959,apapan/XC219959_source0_.wav
apapan,['warwhe1'],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,9:45,https://www.xeno-canto.org/27317,apapan/XC27317_source0_.wav
apapan,"['hawama', 'iiwi', 'omao']",['song'],19.6814,-155.3976,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:45,https://www.xeno-canto.org/27327,apapan/XC27327_source0_.wav
apapan,"['warwhe1', 'zebdov']",['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,6:15,https://www.xeno-canto.org/27340,apapan/XC27340_source0_.wav
apapan,"['hawama', 'iiwi']",['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,13:10,https://www.xeno-canto.org/27369,apapan/XC27369_source0_.wav
apapan,['iiwi'],"['call', 'song']",20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,7:37,https://www.xeno-canto.org/326577,apapan/XC326577_source3_.wav
apapan,['apapan'],['song'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:21,https://www.xeno-canto.org/327362,apapan/XC327362_source0_.wav
apapan,['oahama'],['song'],21.399,-157.898,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:00,https://www.xeno-canto.org/368428,apapan/XC368428_source0_.wav
apapan,['jabwar'],['call'],21.4104,-158.0977,Himatione sanguinea,Apapane,Sean Erroll MacDonald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:04,https://www.xeno-canto.org/454887,apapan/XC454887_source0_.wav
apapan,['redjun'],"['adult', 'sex uncertain', 'song']",22.1477,-159.6312,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:01,https://www.xeno-canto.org/503604,apapan/XC503604_source0_.wav
apapan,['hawama'],"['adult', 'call', 'sex uncertain', 'subsong']",20.7692,-156.2346,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,17:37,https://www.xeno-canto.org/503719,apapan/XC503719_source0_.wav
apapan,['iiwi'],"['adult', 'call', 'sex uncertain']",20.7692,-156.2346,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,16:38,https://www.xeno-canto.org/503849,apapan/XC503849_source2_.wav
crehon,"['apapan', 'hawama', 'mauala']",['call'],20.7846,-156.2221,Palmeria dolei,Akohekohe,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,9:01,https://www.xeno-canto.org/122341,crehon/XC122341_source3_.wav
crehon,"['apapan', 'hawama', 'warwhe1']","['call', 'song']",20.7846,-156.2221,Palmeria dolei,Akohekohe,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.5,10:16,https://www.xeno-canto.org/122342,crehon/XC122342_source0_.wav
elepai,"['hawama', 'houfin', 'skylar']","['call', 'song']",19.8239,-155.6089,Chasiempis sandwichensis,Hawaii Elepaio,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,13:30,https://www.xeno-canto.org/175246,elepai/XC175246_source0_.wav
elepai,"['apapan', 'hawama']","['call', 'song']",19.8208,-155.8373,Chasiempis sandwichensis,Hawaii Elepaio,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:30,https://www.xeno-canto.org/175526,elepai/XC175526_source0_.wav
elepai,['omao'],"['call', 'song']",19.6725,-155.3876,Chasiempis sandwichensis,Hawaii Elepaio,Todd Mark,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:00,https://www.xeno-canto.org/252703,elepai/XC252703_source0_.wav
elepai,['warwhe1'],['call'],19.1098,-155.8253,Chasiempis sandwichensis,Hawaii Elepaio,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,16:05,https://www.xeno-canto.org/27343,elepai/XC27343_source0_.wav
elepai,['apapan'],['call'],19.7901,-155.3273,Chasiempis sandwichensis,Hawaii Elepaio,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,14:20,https://www.xeno-canto.org/27352,elepai/XC27352_source0_.wav
elepai,"['hawama', 'houfin']",['song'],19.7901,-155.3273,Chasiempis sandwichensis,Hawaii Elepaio,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,9:30,https://www.xeno-canto.org/27373,elepai/XC27373_source1_.wav
hawama,['skylar'],"['call', 'song']",19.8239,-155.6089,Chlorodrepanis virens,Hawaii Amakihi,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,13:30,https://www.xeno-canto.org/175238,hawama/XC175238_source0_.wav
hawama,"['apapan', 'iiwi']",['call'],19.7901,-155.3273,Chlorodrepanis virens,Hawaii Amakihi,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,14:00,https://www.xeno-canto.org/175515,hawama/XC175515_source0_.wav
hawama,['houfin'],['song'],19.8239,-155.6089,Chlorodrepanis virens,Hawaii Amakihi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,10:00,https://www.xeno-canto.org/27323,hawama/XC27323_source0_.wav
hawama,"['apapan', 'iiwi']",['song'],19.7901,-155.3273,Chlorodrepanis virens,Hawaii Amakihi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,15:30,https://www.xeno-canto.org/27371,hawama/XC27371_source0_.wav
hawama,['omao'],"['call', 'song']",19.6759,-155.3845,Chlorodrepanis virens,Hawaii Amakihi,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,11:30,https://www.xeno-canto.org/317147,hawama/XC317147_source0_.wav
hawama,"['apapan', 'iiwi']","['call', 'song']",20.769,-156.237,Chlorodrepanis virens,Hawaii Amakihi,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,7:42,https://www.xeno-canto.org/326578,hawama/XC326578_source0_.wav
hawama,['apapan'],['call'],20.769,-156.237,Chlorodrepanis virens,Hawaii Amakihi,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:51,https://www.xeno-canto.org/326898,hawama/XC326898_source0_.wav
hawama,['iiwi'],['song'],20.7229,-156.3071,Chlorodrepanis virens,Hawaii Amakihi,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,15:04,https://www.xeno-canto.org/385036,hawama/XC385036_source1_.wav
hawama,"['apapan', 'omao']",['subsong'],19.6759,-155.3845,Chlorodrepanis virens,Hawaii Amakihi,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:05,https://www.xeno-canto.org/385389,hawama/XC385389_source1_.wav
hawama,['apapan'],"['adult', 'call', 'sex uncertain']",20.7692,-156.2346,Chlorodrepanis virens,Hawaii Amakihi,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,17:38,https://www.xeno-canto.org/503722,hawama/XC503722_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi', 'warwhe1']",['call'],19.6877,-155.3527,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,13:21,https://www.xeno-canto.org/122132,hawcre/XC122132_source0_.wav
hawcre,"['apapan', 'omao']",['call'],19.5866,-155.3402,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,18:07,https://www.xeno-canto.org/122172,hawcre/XC122172_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi', 'omao', 'warwhe1']","['alarm call', 'call']",19.6334,-155.3753,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,17:36,https://www.xeno-canto.org/122184,hawcre/XC122184_source1_.wav
hawcre,"['apapan', 'hawama', 'iiwi']",['song'],19.6725,-155.3876,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:11,https://www.xeno-canto.org/122284,hawcre/XC122284_source1_.wav
hawcre,"['apapan', 'iiwi']",['call'],19.6567,-155.351,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,17:11,https://www.xeno-canto.org/122396,hawcre/XC122396_source1_.wav
hawcre,"['akepa1', 'apapan', 'hawama', 'iiwi', 'omao', 'warwhe1']","['call', 'song']",19.5547,-155.3317,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,9:44,https://www.xeno-canto.org/123390,hawcre/XC123390_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi', 'warwhe1']",['call'],19.6725,-155.3876,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,14:37,https://www.xeno-canto.org/124608,hawcre/XC124608_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi']","['begging call', 'call']",19.6294,-155.3615,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,11:41,https://www.xeno-canto.org/124793,hawcre/XC124793_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi']","['call', 'song']",19.6334,-155.3753,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,14:11,https://www.xeno-canto.org/124797,hawcre/XC124797_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi', 'omao']","['call', 'song']",19.6334,-155.3753,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.5,15:05,https://www.xeno-canto.org/124802,hawcre/XC124802_source0_.wav
hawcre,"['apapan', 'iiwi', 'omao']","['call', 'female', 'juvenile']",19.8548,-155.2851,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,9:25,https://www.xeno-canto.org/127667,hawcre/XC127667_source0_.wav
hawcre,"['akepa1', 'apapan', 'elepai', 'hawama', 'iiwi', 'omao']",['call'],19.8552,-155.2959,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,7:27,https://www.xeno-canto.org/127668,hawcre/XC127668_source3_.wav
hawcre,"['iiwi', 'omao']",['song'],19.8744,-155.3198,Loxops mana,Hawaii Creeper,Eric VanderWerf,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,9:30,https://www.xeno-canto.org/145607,hawcre/XC145607_source0_.wav
hawcre,"['akiapo', 'apapan', 'elepai', 'omao', 'warwhe1']","['begging call', 'call']",19.5866,-155.3402,Loxops mana,Hawaii Creeper,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,17:01,https://www.xeno-canto.org/147004,hawcre/XC147004_source1_.wav
hawcre,"['apapan', 'iiwi', 'omao']",['begging call'],19.7901,-155.3273,Loxops mana,Hawaii Creeper,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,10:00,https://www.xeno-canto.org/175491,hawcre/XC175491_source0_.wav
hawcre,"['apapan', 'hawama', 'iiwi']",['song'],19.7901,-155.3273,Loxops mana,Hawaii Creeper,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:30,https://www.xeno-canto.org/175501,hawcre/XC175501_source1_.wav
hawcre,"['apapan', 'hawama', 'iiwi']",['song'],19.7901,-155.3273,Loxops mana,Hawaii Creeper,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:30,https://www.xeno-canto.org/175502,hawcre/XC175502_source0_.wav
hawcre,['apapan'],['call'],19.7901,-155.3273,Loxops mana,Hawaii Creeper,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,14:15,https://www.xeno-canto.org/27351,hawcre/XC27351_source0_.wav
hawcre,['iiwi'],['song'],19.7901,-155.3273,Loxops mana,Hawaii Creeper,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,15:00,https://www.xeno-canto.org/27354,hawcre/XC27354_source0_.wav
hawcre,"['apapan', 'iiwi']",['song'],19.7901,-155.3273,Loxops mana,Hawaii Creeper,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,14:30,https://www.xeno-canto.org/27370,hawcre/XC27370_source0_.wav
hawgoo,['bknsti'],['call'],22.0385,-159.7803,Branta sandvicensis,Hawaiian Goose,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,16:30,https://www.xeno-canto.org/210216,hawgoo/XC210216_source0_.wav
hawhaw,"['apapan', 'omao', 'warwhe1']","['begging call', 'call']",19.5766,-155.2171,Buteo solitarius,Hawaiian Hawk,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,11:03,https://www.xeno-canto.org/124707,hawhaw/XC124707_source3_.wav
hawhaw,['iiwi'],['flight call'],19.7901,-155.3273,Buteo solitarius,Hawaiian Hawk,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,13:00,https://www.xeno-canto.org/410136,hawhaw/XC410136_source0_.wav
houfin,['houspa'],"['male', 'song']",44.942,-93.259,Haemorhous mexicanus,House Finch,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,4.5,7:00,https://www.xeno-canto.org/124078,houfin/XC124078_source0_.wav
houfin,['ribgul'],"['male', 'song']",46.7752,-71.2467,Haemorhous mexicanus,House Finch,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,13:21,https://www.xeno-canto.org/172396,houfin/XC172396_source0_.wav
houfin,"['warwhe1', 'zebdov']",['song'],21.3056,-157.8001,Haemorhous mexicanus,House Finch,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/174827,houfin/XC174827_source0_.wav
houfin,"['commyn', 'zebdov']",['call'],19.934,-155.875,Haemorhous mexicanus,House Finch,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:30,https://www.xeno-canto.org/175517,houfin/XC175517_source0_.wav
houfin,['mallar3'],['song'],35.2663,-120.6867,Haemorhous mexicanus,House Finch,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:01,https://www.xeno-canto.org/179232,houfin/XC179232_source0_.wav
houfin,['norcar'],['call'],41.2879,-73.7851,Haemorhous mexicanus,House Finch,Craig Brookes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,8:30,https://www.xeno-canto.org/186484,houfin/XC186484_source0_.wav
houfin,['moudov'],['call'],33.4448,-112.077,Haemorhous mexicanus,House Finch,Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:44,https://www.xeno-canto.org/191953,houfin/XC191953_source0_.wav
houfin,['houspa'],"['begging call', 'juvenile']",19.699,-101.135,Haemorhous mexicanus,House Finch,Elvis Herrera Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:00,https://www.xeno-canto.org/196677,houfin/XC196677_source0_.wav
houfin,['norcar'],['song'],44.3211,-78.3264,Haemorhous mexicanus,House Finch,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,8:00,https://www.xeno-canto.org/215242,houfin/XC215242_source0_.wav
houfin,"['calqua', 'houfin']",['call'],32.6809,-116.8189,Haemorhous mexicanus,House Finch,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:54,https://www.xeno-canto.org/219338,houfin/XC219338_source1_.wav
houfin,['osprey'],"['call', 'song']",32.6287,-116.923,Haemorhous mexicanus,House Finch,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:56,https://www.xeno-canto.org/219341,houfin/XC219341_source0_.wav
houfin,['wesmea'],['call'],32.554,-117.0852,Haemorhous mexicanus,House Finch,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,9:19,https://www.xeno-canto.org/219349,houfin/XC219349_source0_.wav
houfin,"['houfin', 'moudov']",['song'],31.34,-109.273,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:12,https://www.xeno-canto.org/268457,houfin/XC268457_source0_.wav
houfin,"['gamqua', 'moudov', 'norcar']",['song'],31.34,-109.273,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:32,https://www.xeno-canto.org/268458,houfin/XC268458_source0_.wav
houfin,['moudov'],['song'],31.34,-109.273,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:13,https://www.xeno-canto.org/268460,houfin/XC268460_source0_.wav
houfin,['gamqua'],"['call', 'song']",31.906,-109.1543,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:05,https://www.xeno-canto.org/268462,houfin/XC268462_source0_.wav
houfin,['gamqua'],['vesper singing'],31.906,-109.1543,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,18:38,https://www.xeno-canto.org/268463,houfin/XC268463_source0_.wav
houfin,"['gamqua', 'moudov']","['call', 'song at dawn']",31.906,-109.1543,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,5:19,https://www.xeno-canto.org/268464,houfin/XC268464_source0_.wav
houfin,['gamqua'],"['call', 'song at dawn']",31.906,-109.1543,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,4:49,https://www.xeno-canto.org/268465,houfin/XC268465_source0_.wav
houfin,['houspa'],"['male', 'song']",20.96,-100.666,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:30,https://www.xeno-canto.org/289014,houfin/XC289014_source0_.wav
houfin,['houspa'],"['klaxon', 'male', 'song']",19.392,-99.241,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,6:30,https://www.xeno-canto.org/306936,houfin/XC306936_source0_.wav
houfin,['houspa'],['call'],19.392,-99.241,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:00,https://www.xeno-canto.org/306937,houfin/XC306937_source0_.wav
houfin,['houfin'],"['call', 'song']",35.2663,-120.6867,Haemorhous mexicanus,House Finch,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:50,https://www.xeno-canto.org/307866,houfin/XC307866_source1_.wav
houfin,['houspa'],['song'],42.7281,-83.199,Haemorhous mexicanus,House Finch,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,16:00,https://www.xeno-canto.org/309624,houfin/XC309624_source0_.wav
houfin,"['houspa', 'moudov']","['call', 'song']",41.9661,-71.6847,Haemorhous mexicanus,House Finch,Dylan Pedro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:30,https://www.xeno-canto.org/310071,houfin/XC310071_source1_.wav
houfin,['houspa'],['call'],19.391,-99.2439,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:30,https://www.xeno-canto.org/314416,houfin/XC314416_source0_.wav
houfin,['houspa'],"['male', 'song']",19.391,-99.2439,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:30,https://www.xeno-canto.org/314417,houfin/XC314417_source0_.wav
houfin,['houspa'],"['male', 'song']",17.5344,-99.4866,Haemorhous mexicanus,House Finch,Ricardo Torres Cárdenas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,20:00,https://www.xeno-canto.org/319598,houfin/XC319598_source0_.wav
houfin,['norcar'],"['call', 'flight call', 'song']",39.1742,-75.5424,Haemorhous mexicanus,House Finch,Jerald R,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,13:30,https://www.xeno-canto.org/322498,houfin/XC322498_source0_.wav
houfin,['houspa'],"['male', 'song']",19.4691,-99.2026,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/323531,houfin/XC323531_source0_.wav
houfin,['houspa'],['song'],48.635,-112.3305,Haemorhous mexicanus,House Finch,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:10,https://www.xeno-canto.org/345547,houfin/XC345547_source0_.wav
houfin,['moudov'],['song'],30.4179,-115.9387,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,5:30,https://www.xeno-canto.org/347975,houfin/XC347975_source0_.wav
houfin,"['calqua', 'moudov']",['song'],30.4179,-115.9387,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,5:30,https://www.xeno-canto.org/347978,houfin/XC347978_source0_.wav
